SUID	Adduct	charge	cluster index	Compound_Name	Compound_Source	Data_Collector	GNPSLibraryURL	GNPSLinkout_Cluster	INCHI	Instrument	Ion_Source	IonMode	Library_Class	MassDiff	MQScore	MZErrorPPM	name	number of spectra	PI	RTConsensus	RTMean	shared name	SharedPeaks	Smiles	SpectrumID	sum(precursor intensity)
104		0	596					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""596.0"""",""""main.cluster index_upperinput"""":""""596.0""""}"""									596	124		24.96	24.96	596				478264.7148
103	EI	0	597	"Galactaric acid, (R,S,R,S)-, 6TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000941061	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""597.0"""",""""main.cluster index_upperinput"""":""""597.0""""}"""	"InChI=1S/C24H58O8Si6/c1-33(2,3)27-19(21(29-35(7,8)9)23(25)31-37(13,14)15)20(28-34(4,5)6)22(30-36(10,11)12)24(26)32-38(16,17)18/h19-22H,1-18H3"	EI	EI	EI	3	642.275	0.932219	1.00E+06	597	106	NIST	25.02	25.02	597	25	C[Si](C)(C)OC(C(C(C(=O)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C(C(=O)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000941061	1.96E+07
417	EI	0	599	"Hexadecylamine, N,N-bis-trimethylsilyl-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000881264	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""599.0"""",""""main.cluster index_upperinput"""":""""599.0""""}"""	"InChI=1S/C22H51NSi2/c1-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24(2,3)4)25(5,6)7/h8-22H2,1-7H3"	EI	EI	EI	3	385.356	0.909587	1.00E+06	599	102	NIST	25.02	25.02	599	9	CCCCCCCCCCCCCCCCN([Si](C)(C)C)[Si](C)(C)C	CCMSLIB00000881264	5704192.618
805	EI	0	601	"2-[2-[2-(Carboxymethyloxy)ethoxy]ethoxy]acetic acid, bis(trimethylsilyl) ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943184	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""601.0"""",""""main.cluster index_upperinput"""":""""601.0""""}"""	"InChI=1S/C12H26O6Si2/c1-19(2,3)17-11(13)9-15-7-8-16-10-12(14)18-20(4,5)6/h7-10H2,1-6H3"	EI	EI	EI	3	322.127	0.790452	1.00E+06	601	86	NIST	25.05	25.05	601	6	C[Si](C)(C)OC(=O)COCCOCC(=O)O[Si](C)(C)C	CCMSLIB00000943184	3042497.556
802	EI	0	604	"Deoxyglucose, 4TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000942205	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""604.0"""",""""main.cluster index_upperinput"""":""""604.0""""}"""	"InChI=1S/C18H44O5Si4/c1-24(2,3)19-14-16-18(23-27(10,11)12)15(21-25(4,5)6)13-17(20-16)22-26(7,8)9/h15-18H,13-14H2,1-12H3"	EI	EI	EI	3	452.227	0.844344	1.00E+06	604	135	NIST	25.11	25.11	604	12	C[Si](C)(C)OCC1C(C(CC(O1)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000942205	2.22E+07
293	EI	0	605	"10,12-Docosadiynedioic acid, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000944352	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""605.0"""",""""main.cluster index_upperinput"""":""""605.0""""}"""	"InChI=1S/C28H50O4Si2/c1-33(2,3)31-27(29)25-23-21-19-17-15-13-11-9-7-8-10-12-14-16-18-20-22-24-26-28(30)32-34(4,5)6/h11-26H2,1-6H3"	EI	EI	EI	3	506.325	0.641825	1.00E+06	605	157	NIST	25.2	25.2	605	6	C[Si](C)(C)OC(=O)CCCCCCCCC#CC#CCCCCCCCCC(=O)O[Si](C)(C)C	CCMSLIB00000944352	1.85E+07
804	EI	0	606	"Ethyl .alpha.-D-glucopyranoside, 4TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000900575	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""606.0"""",""""main.cluster index_upperinput"""":""""606.0""""}"""	"InChI=1S/C20H48O6Si4/c1-14-21-20-19(26-30(11,12)13)18(25-29(8,9)10)17(24-28(5,6)7)16(23-20)15-22-27(2,3)4/h16-20H,14-15H2,1-13H3"	EI	EI	EI	3	496.253	0.87812	1.00E+06	606	171	NIST	25.33	25.33	606	13	CCOC1C(C(C(C(O1)CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000900575	6.89E+08
322		0	607					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""607.0"""",""""main.cluster index_upperinput"""":""""607.0""""}"""									607	96		25.43	25.43	607				7961194.541
591	EI	0	608	"Benzenamine, 2-cyclopropyl-N-[[4-(1-methylethyl)phenyl]methylene]-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001019328	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""608.0"""",""""main.cluster index_upperinput"""":""""608.0""""}"""		EI	EI	EI	3	263.167	0.567681	1.00E+06	608	99	NIST	25.43	25.43	608	6		CCMSLIB00001019328	5563168.137
813	EI	0	609	"l-Phenylalanine, N-butoxycarbonyl-, pentyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000988933	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""609.0"""",""""main.cluster index_upperinput"""":""""609.0""""}"""	"InChI=1S/C19H29NO4/c1-3-5-10-14-23-18(21)17(15-16-11-8-7-9-12-16)20-19(22)24-13-6-4-2/h7-9,11-12,17H,3-6,10,13-15H2,1-2H3,(H,20,22)"	EI	EI	EI	3	335.21	0.547208	1.00E+06	609	27	NIST	25.43	25.43	609	6	CCCCCOC(=O)C(CC1=CC=CC=C1)NC(=O)OCCCC	CCMSLIB00000988933	4989273.004
227	EI	0	610	"L-(+)-Tartaric acid, 4TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943718	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""610.0"""",""""main.cluster index_upperinput"""":""""610.0""""}"""	"InChI=1S/C16H38O6Si4/c1-23(2,3)19-13(15(17)21-25(7,8)9)14(20-24(4,5)6)16(18)22-26(10,11)12/h13-14H,1-12H3"	EI	EI	EI	3	438.175	0.842671	1.00E+06	610	171	NIST	25.53	25.53	610	14	C[Si](C)(C)OC(C(C(=O)O[Si](C)(C)C)O[Si](C)(C)C)C(=O)O[Si](C)(C)C	CCMSLIB00000943718	2.67E+07
188	EI	0	611	"Pentanoic acid, TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000940335	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""611.0"""",""""main.cluster index_upperinput"""":""""611.0""""}"""	"InChI=1S/C8H18O2Si/c1-5-6-7-8(9)10-11(2,3)4/h5-7H2,1-4H3"	EI	EI	EI	3	174.108	0.727223	1.00E+06	611	174	NIST	25.65	25.65	611	6	CCCCC(=O)O[Si](C)(C)C	CCMSLIB00000940335	8.81E+08
225		0	612					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""612.0"""",""""main.cluster index_upperinput"""":""""612.0""""}"""									612	173		25.65	25.65	612				2.62E+08
320	EI	0	613	"Silane, [[(3.beta.,20S)-pregna-5,11-diene-3,11,17,20-tetrayl]tetrakis(oxy)]tetrakis[trimethyl-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943212	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""613.0"""",""""main.cluster index_upperinput"""":""""613.0""""}"""	"InChI=1S/C33H64O4Si4/c1-24(34-38(4,5)6)33(37-41(13,14)15)21-19-28-27-17-16-25-22-26(35-39(7,8)9)18-20-31(25,2)30(27)29(23-32(28,33)3)36-40(10,11)12/h16,23-24,26-28,30H,17-22H2,1-15H3/t24-,26-,27-,28-,30+,31-,32-,33-/m0/s1"	EI	EI	EI	3	636.388	0.557059	1.00E+06	613	174	NIST	25.78	25.78	613	8	C[C@@H]([C@]1(CC[C@@H]2[C@@]1(C=C([C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[Si](C)(C)C)C)O[Si](C)(C)C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000943212	9.45E+07
230	EI	0	614	"Silane, diethyl(2,3-dimethylphenoxy)octyloxy-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000876938	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""614.0"""",""""main.cluster index_upperinput"""":""""614.0""""}"""	"InChI=1S/C20H36O2Si/c1-6-9-10-11-12-13-17-21-23(7-2,8-3)22-20-16-14-15-18(4)19(20)5/h14-16H,6-13,17H2,1-5H3"	EI	EI	EI	3	336.248	0.668763	1.00E+06	614	114	NIST	25.86	25.86	614	6	CCCCCCCCO[Si](CC)(CC)OC1=CC=CC(=C1C)C	CCMSLIB00000876938	2100437.94
232		0	615					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""615.0"""",""""main.cluster index_upperinput"""":""""615.0""""}"""									615	140		25.86	25.86	615				1952379.008
62		0	619					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""619.0"""",""""main.cluster index_upperinput"""":""""619.0""""}"""									619	103		25.99	25.99	619				2587225.562
800		0	622					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""622.0"""",""""main.cluster index_upperinput"""":""""622.0""""}"""									622	111		26.08	26.08	622				5311642.011
356	EI	0	623	"13-(3-Phthalimid-5-oxapentyl)-1,4,7,10-tetraoxa-13-azacyclopentadecane"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001015703	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""623.0"""",""""main.cluster index_upperinput"""":""""623.0""""}"""	"InChI=1S/C22H32N2O7/c25-21-18-4-3-5-19(20(18)22(26)23-21)31-9-2-1-6-24-7-10-27-12-14-29-16-17-30-15-13-28-11-8-24/h3-5H,1-2,6-17H2,(H,23,25,26)"	EI	EI	EI	3	436.221	0.692069	1.00E+06	623	92	NIST	26.17	26.17	623	6	C1COCCOCCOCCOCCN1CCCCOC2=CC=CC3=C2C(=O)NC3=O	CCMSLIB00001015703	4917238.033
361	EI	0	624	"Succinic acid, 3-iodobenzyl pentyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000910759	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""624.0"""",""""main.cluster index_upperinput"""":""""624.0""""}"""	"InChI=1S/C16H21IO4/c1-2-3-4-10-20-15(18)8-9-16(19)21-12-13-6-5-7-14(17)11-13/h5-7,11H,2-4,8-10,12H2,1H3"	EI	EI	EI	3	404.048	0.576931	1.00E+06	624	75	NIST	26.17	26.17	624	6	CCCCCOC(=O)CCC(=O)OCC1=CC(=CC=C1)I	CCMSLIB00000910759	2441037.132
266		0	625					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""625.0"""",""""main.cluster index_upperinput"""":""""625.0""""}"""									625	120		26.17	26.17	625				1184877.017
277	EI	0	628	"benzaldehyde, 4-(dodecylmethylamino)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000989017	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""628.0"""",""""main.cluster index_upperinput"""":""""628.0""""}"""	"InChI=1S/C20H33NO/c1-3-4-5-6-7-8-9-10-11-12-17-21(2)20-15-13-19(18-22)14-16-20/h13-16,18H,3-12,17H2,1-2H3"	EI	EI	EI	3	303.256	0.593824	1.00E+06	628	90	NIST	26.42	26.42	628	6	CCCCCCCCCCCCN(C)C1=CC=C(C=C1)C=O	CCMSLIB00000989017	8455477.078
566		0	632					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""632.0"""",""""main.cluster index_upperinput"""":""""632.0""""}"""									632	88		26.51	26.51	632				1966530.864
585	EI	0	637	"Aminoformic acid, N-naphthyl-, 3,5-difluorophenyl(ester)"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000868410	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""637.0"""",""""main.cluster index_upperinput"""":""""637.0""""}"""	"InChI=1S/C17H11F2NO2/c18-13-8-14(19)10-16(9-13)22-17(21)20-15-6-5-11-3-1-2-4-12(11)7-15/h1-10H,(H,20,21)"	EI	EI	EI	3	299.076	0.599789	1.00E+06	637	136	NIST	26.67	26.67	637	6	C1=CC=C2C=C(C=CC2=C1)NC(=O)OC3=CC(=CC(=C3)F)F	CCMSLIB00000868410	1005484.593
618	EI	0	641	"L-Valyl-L-leucine, TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000946929	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""641.0"""",""""main.cluster index_upperinput"""":""""641.0""""}"""	"InChI=1S/C14H30N2O3Si/c1-9(2)8-11(14(18)19-20(5,6)7)16-13(17)12(15)10(3)4/h9-12H,8,15H2,1-7H3,(H,16,17)"	EI	EI	EI	3	302.203	0.772633	1.00E+06	641	101	NIST	26.75	26.75	641	7	CC(C)CC(C(=O)O[Si](C)(C)C)NC(=O)C(C(C)C)N	CCMSLIB00000946929	1925240.696
160	EI	0	642	"D-(+)-Galactose oxime (isomer 2), 6TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943738	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""642.0"""",""""main.cluster index_upperinput"""":""""642.0""""}"""	"InChI=1S/C24H61NO6Si6/c1-32(2,3)26-20-22(28-34(7,8)9)24(30-36(13,14)15)23(29-35(10,11)12)21(27-33(4,5)6)19-25-31-37(16,17)18/h19,21-24H,20H2,1-18H3/b25-19+"	EI	EI	EI	3	627.311	0.934612	1.00E+06	642	170	NIST	26.92	26.92	642	18	C[Si](C)(C)OCC(C(C(C(/C=N/O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000943738	1.57E+07
159	EI	0	643	"D-Mannitol, 6TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943745	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""643.0"""",""""main.cluster index_upperinput"""":""""643.0""""}"""	"InChI=1S/C24H62O6Si6/c1-31(2,3)25-19-21(27-33(7,8)9)23(29-35(13,14)15)24(30-36(16,17)18)22(28-34(10,11)12)20-26-32(4,5)6/h21-24H,19-20H2,1-18H3"	EI	EI	EI	3	614.316	0.956133	1.00E+06	643	167	NIST	27.02	27.02	643	18	C[Si](C)(C)OCC(C(C(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000943745	1.87E+07
162		0	644					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""644.0"""",""""main.cluster index_upperinput"""":""""644.0""""}"""									644	137		27.17	27.17	644				1.19E+07
161		0	645					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""645.0"""",""""main.cluster index_upperinput"""":""""645.0""""}"""									645	157		27.17	27.17	645				7815675.459
163		0	646					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""646.0"""",""""main.cluster index_upperinput"""":""""646.0""""}"""									646	131		27.24	27.24	646				1235275.857
390	EI	0	651	1-Methyl-7-(2-(trimethylsilyloxypropyl)xanthine	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943141	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""651.0"""",""""main.cluster index_upperinput"""":""""651.0""""}"""	"InChI=1S/C12H20N4O3Si/c1-8(19-20(3,4)5)6-16-7-13-10-9(16)11(17)14-12(18)15(10)2/h7-8H,6H2,1-5H3,(H,14,17,18)"	EI	EI	EI	3	296.13	0.556325	1.00E+06	651	65	NIST	27.28	27.28	651	6	CC(CN1C=NC2=C1C(=O)NC(=O)N2C)O[Si](C)(C)C	CCMSLIB00000943141	1609699.362
391	EI	0	652	"2-Naphthalenol, 8-amino-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000902516	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""652.0"""",""""main.cluster index_upperinput"""":""""652.0""""}"""	"InChI=1S/C10H9NO/c11-10-3-1-2-7-4-5-8(12)6-9(7)10/h1-6,12H,11H2"	EI	EI	EI	3	159.068	0.824381	1.00E+06	652	91	NIST	27.35	27.35	652	6	C1=CC2=C(C=C(C=C2)O)C(=C1)N	CCMSLIB00000902516	2030104.397
444	EI	0	655	"5.alpha.-Estran-3.alpha.-ol-17-one, di-trimethylsilyl"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000941236	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""655.0"""",""""main.cluster index_upperinput"""":""""655.0""""}"""	"InChI=1S/C24H44O2Si2/c1-24-15-14-20-19-11-9-18(25-27(2,3)4)16-17(19)8-10-21(20)22(24)12-13-23(24)26-28(5,6)7/h13,17-22H,8-12,14-16H2,1-7H3"	EI	EI	EI	3	420.288	0.637447	1.00E+06	655	121	NIST	27.38	27.38	655	6	CC12CCC3C4CCC(CC4CCC3C1CC=C2O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000941236	1139635.084
383	EI	0	656	"Diethanolnitrosamine, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000943305	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""656.0"""",""""main.cluster index_upperinput"""":""""656.0""""}"""	"InChI=1S/C10H26N2O3Si2/c1-16(2,3)14-9-7-12(11-13)8-10-15-17(4,5)6/h7-10H2,1-6H3"	EI	EI	EI	3	278.148	0.771996	1.00E+06	656	110	NIST	27.38	27.38	656	6	C[Si](C)(C)OCCN(CCO[Si](C)(C)C)N=O	CCMSLIB00000943305	1057940.578
466	EI	0	661	"D-Erythro-Pentitol, 2-deoxy-1,3,4,5-tetrakis-O-(trimethylsilyl)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000942990	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""661.0"""",""""main.cluster index_upperinput"""":""""661.0""""}"""	"InChI=1S/C17H44O4Si4/c1-22(2,3)18-14-13-16(20-24(7,8)9)17(21-25(10,11)12)15-19-23(4,5)6/h16-17H,13-15H2,1-12H3"	EI	EI	EI	3	424.232	0.857802	1.00E+06	661	151	NIST	27.63	27.63	661	10	C[Si](C)(C)OCCC(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000942990	2.78E+07
753		0	664					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""664.0"""",""""main.cluster index_upperinput"""":""""664.0""""}"""									664	166		27.72	27.72	664				1221877.087
683	EI	0	671	"L-Tryptophan, N(1)-(trimethylsilyl)-, trimethylsilyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001023520	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""671.0"""",""""main.cluster index_upperinput"""":""""671.0""""}"""	"InChI=1S/C17H28N2O2Si2/c1-22(2,3)19-12-13(14-9-7-8-10-16(14)19)11-15(18)17(20)21-23(4,5)6/h7-10,12,15H,11,18H2,1-6H3"	EI	EI	EI	3	348.169	0.86389	1.00E+06	671	169	NIST	27.93	27.93	671	9	C[Si](C)(C)N1C=C(C2=CC=CC=C21)CC(C(=O)O[Si](C)(C)C)N	CCMSLIB00001023520	1.24E+08
632	EI	0	672	18-Pentatriacontanone	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000946530	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""672.0"""",""""main.cluster index_upperinput"""":""""672.0""""}"""	"InChI=1S/C35H70O/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35(36)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-34H2,1-2H3"	EI	EI	EI	3	506.543	0.658816	1.00E+06	672	174	NIST	28.05	28.05	672	6	CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC	CCMSLIB00000946530	5.20E+08
685	EI	0	673	"Androstan-3-ol, (3.beta.,5.alpha.)-, TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000940445	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""673.0"""",""""main.cluster index_upperinput"""":""""673.0""""}"""	"InChI=1S/C22H40OSi/c1-21-12-6-7-19(21)18-9-8-16-15-17(23-24(3,4)5)10-14-22(16,2)20(18)11-13-21/h16-20H,6-15H2,1-5H3/t16?,17?,18-,19-,20-,21-,22-/m0/s1"	EI	EI	EI	3	348.285	0.806055	1.00E+06	673	174	NIST	28.14	28.14	673	6	C[C@@]12CCC[C@H]1[C@@H]3CCC4CC(CC[C@@]4([C@H]3CC2)C)O[Si](C)(C)C	CCMSLIB00000940445	5.51E+08
