sample_name	diet	digestive_strategy	HostSpecies	HostOrder	HostSpecies_taxonomy	Order_diet	Collected_by	Day	Month	Year	Type	File_polar	Polar_order	File_lipids_neg	File_lipids_pos	Lipids_order	File_VFA	VFA_order	File_GCMS	GCMS_order	File_polar.1	Sex	collection_time
Blank_15	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-23-inj-166.mzML	166			
Blank_16	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-23-inj-167.mzML	167			
Blank_17	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-23-inj-168.mzML	168			
Blank_18	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-23-inj-182.mzML	182			
Blank_19	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-23-inj-199.mzML	199			
Blank_20	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-200.mzML	200			
Blank_21	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-201.mzML	201			
Blank_22	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-202.mzML	202			
Blank_23	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-214.mzML	214			
Blank_24	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-215.mzML	215			
Blank_25	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-216.mzML	216			
Blank_26	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-217.mzML	217			
Blank_27	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-218.mzML	218			
Blank_28	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-219.mzML	219			
Blank_29	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-228.mzML	228			
Blank_30	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-229.mzML	229			
Blank_31	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-230.mzML	230			
Blank_32	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-13-inj-231.mzML	231			
Blank_33	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-13-inj-232.mzML	232			
Blank_34	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-13-inj-233.mzML	233			
Blank_35	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-13-inj-240.mzML	240			
Blank_36	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-13-inj-241.mzML	241			
Alkane_1	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-13-inj-1.mzML	1	NA		
Alkane_2	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-14-inj-29.mzML	29	NA		
Alkane_3	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-15-inj-56.mzML	56	NA		
Alkane_4	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-16-inj-81.mzML	81	NA		
Alkane_5	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-21-inj-122.mzML	122	NA		
Alkane_6	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-21-inj-148.mzML	148	NA		
Alkane_7	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-23-inj-183.mzML	183	NA		
Alkane_8	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-01-28-inj-203.mzML	203	NA		
Alkane_9	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-10-inj-220.mzML	220	NA		
Alkane_10	Blank	NA	Blank	NA	NA	NA_Blank	NA	NA	NA	NA	Blank	NA	NA	NA	NA	NA	NA	NA	2019-02-13-inj-234.mzML	234	NA		
